lng,lat
72.9051,18.9574
72.9051,18.9571
72.904,18.9571
72.904,18.9568
72.9037,18.9568
72.9037,18.9565
72.9035,18.9565
72.9035,18.956
72.9032,18.956
72.9032,18.9554
72.9026,18.9554
72.9026,18.9546
72.9024,18.9546
72.9024,18.954
72.9021,18.954
72.9021,18.9532
72.9018,18.9532
72.9018,18.9521
72.9015,18.9521
72.9015,18.9507
72.9013,18.9507
72.9013,18.9493
72.901,18.9493
72.901,18.9476
72.9007,18.9476
72.9007,18.9451
72.9004,18.9451
72.9004,18.9435
72.9015,18.9435
72.9015,18.9429
72.9013,18.9429
72.9013,18.9426
72.901,18.9426
72.901,18.9424
72.9007,18.9424
72.9007,18.9421
72.9004,18.9421
72.9004,18.9415
72.9001,18.9415
72.9001,18.9412
72.8996,18.9412
72.8996,18.941
72.8988,18.941
72.8988,18.9418
72.899,18.9418
72.899,18.9426
72.8993,18.9426
72.8993,18.9443
72.8996,18.9443
72.8996,18.9463
72.8999,18.9463
72.8999,18.9479
72.9001,18.9479
72.9001,18.9496
72.9004,18.9496
72.9004,18.9512
72.9007,18.9512
72.9007,18.9526
72.901,18.9526
72.901,18.9543
72.9013,18.9543
72.9013,18.9551
72.9015,18.9551
72.9015,18.9557
72.9018,18.9557
72.9018,18.9563
72.9021,18.9563
72.9021,18.9568
72.9024,18.9568
72.9024,18.9579
72.9021,18.9579
72.9021,18.9585
72.9018,18.9585
72.9018,18.9587
72.9015,18.9587
72.9015,18.959
72.9013,18.959
72.9013,18.9593
72.901,18.9593
72.901,18.9596
72.9007,18.9596
72.9007,18.9599
72.9004,18.9599
72.9004,18.9601
72.8996,18.9601
72.8996,18.9613
72.8993,18.9613
72.8993,18.9618
72.899,18.9618
72.899,18.9621
72.8993,18.9621
72.8993,18.9624
72.8996,18.9624
72.8996,18.9629
72.8999,18.9629
72.8999,18.9632
72.9001,18.9632
72.9001,18.9638
72.9004,18.9638
72.9004,18.9643
72.9015,18.9643
72.939,18.9724
72.939,18.9721
72.9396,18.9721
72.9396,18.9715
72.9399,18.9715
72.9399,18.9713
72.9404,18.9713
72.9404,18.971
72.941,18.971
72.941,18.9704
72.9412,18.9704
72.9412,18.9699
72.9415,18.9699
72.9415,18.9696
72.9418,18.9696
72.9418,18.969
72.9415,18.969
72.9415,18.9688
72.9418,18.9688
72.9418,18.9682
72.9415,18.9682
72.9415,18.9679
72.9418,18.9679
72.9418,18.9676
72.9421,18.9676
72.9421,18.9657
72.9418,18.9657
72.9418,18.9652
72.9418,18.9649
72.9415,18.9649
72.9415,18.9643
72.9412,18.9643
72.9412,18.964
72.941,18.964
72.941,18.9638
72.9407,18.9638
72.9407,18.9632
72.9404,18.9632
72.9404,18.9626
72.9401,18.9626
72.9401,18.9624
72.9399,18.9624
72.9399,18.9618
72.9396,18.9618
72.9396,18.9613
72.9393,18.9613
72.9393,18.961
72.939,18.961
72.939,18.9604
72.9388,18.9604
72.9388,18.9601
72.9385,18.9601
72.9385,18.9596
72.9382,18.9596
72.9382,18.9593
72.9379,18.9593
72.9379,18.959
72.9376,18.959
72.9376,18.9585
72.9374,18.9585
72.9374,18.9579
72.9371,18.9579
72.9371,18.9571
72.9368,18.9571
72.9368,18.956
72.9365,18.956
72.9365,18.9551
72.9362,18.9551
72.9362,18.954
72.936,18.954
72.936,18.9538
72.9357,18.9538
72.9357,18.9526
72.9351,18.9526
72.9351,18.9521
72.934,18.9521
72.934,18.9524
72.9337,18.9524
72.9337,18.9526
72.9335,18.9526
72.9335,18.9538
72.9332,18.9538
72.9332,18.954
72.9329,18.954
72.9329,18.9543
72.9326,18.9543
72.9326,18.9546
72.9304,18.9546
72.9304,18.9549
72.9299,18.9549
72.9299,18.9551
72.9293,18.9551
72.9293,18.9554
72.929,18.9554
72.929,18.9557
72.9287,18.9557
72.9287,18.956
72.9285,18.956
72.9285,18.9568
72.9282,18.9568
72.9282,18.9571
72.9279,18.9571
72.9279,18.9576
72.9274,18.9576
72.9274,18.9579
72.9271,18.9579
72.9271,18.9576
72.9268,18.9576
72.9268,18.9579
72.9257,18.9579
72.9257,18.9585
72.9254,18.9585
72.9254,18.959
72.9251,18.959
72.9249,18.959
72.9249,18.9593
72.9246,18.9593
72.9246,18.9601
72.9243,18.9601
72.9243,18.963
72.9243,18.9635
72.9246,18.9635
72.9246,18.964
72.9249,18.964
72.9249,18.9643
72.9251,18.9643
72.9251,18.9649
72.9254,18.9649
72.9254,18.9651
72.9257,18.9651
72.9257,18.966
72.9265,18.966
72.9265,18.9665
72.9271,18.9665
72.9271,18.9668
72.9274,18.9668
72.9274,18.9674
72.9279,18.9674
72.9279,18.9676
72.9285,18.9676
72.9285,18.9679
72.9293,18.9679
72.9293,18.9682
72.9304,18.9682
72.9304,18.9685
72.9307,18.9685
72.9307,18.9688
72.931,18.9688
72.931,18.969
72.9315,18.969
72.9315,18.9696
72.9321,18.9696
72.9321,18.9699
72.9332,18.9699
72.9332,18.9701
72.934,18.9701
72.934,18.9704
72.9346,18.9704
72.9346,18.9707
72.9351,18.9707
72.9351,18.971
72.9357,18.971
72.9357,18.9713
72.9362,18.9713
72.9362,18.9718
72.9368,18.9718
72.9368,18.9721
72.9374,18.9721
72.9374,18.9724
72.9385,18.9724
72.9385,18.9721
72.9388,18.9721
72.9388,18.9724
72.939,18.9724
73.026,18.9999
73.026,18.9996
73.0271,18.9996
73.0271,18.9993
73.0274,18.9993
73.0274,18.999
73.0276,18.999
73.0276,18.9988
73.0282,18.9988
73.0282,18.9979
73.0285,18.9979
73.0285,18.9963
73.0287,18.9963
73.0287,18.9949
73.0285,18.9949
73.0285,18.9929
73.0276,18.9929
73.0276,18.9932
73.0274,18.9932
73.0274,18.9946
73.0271,18.9946
73.0271,18.9951
73.0268,18.9951
73.0268,18.9954
73.0265,18.9954
73.0265,18.9963
73.0263,18.9963
73.0263,18.9971
73.026,18.9971
73.026,18.9974
73.0257,18.9974
73.0257,18.9999
73.026,18.9999
72.7312,19.4685
72.7312,19.4682
72.7315,19.4682
72.7315,19.4679
72.7318,19.4679
72.7318,19.4674
72.7329,19.4674
72.7329,19.4671
72.7335,19.4671
72.7335,19.4674
72.7343,19.4674
72.7343,19.4668
72.7354,19.4668
72.7354,19.4665
72.7363,19.4665
72.7363,19.4657
72.7365,19.4657
72.7365,19.4654
72.736,19.4654
72.736,19.4651
72.7357,19.4651
72.7357,19.4646
72.7354,19.4646
72.7354,19.464
72.7351,19.464
72.7351,19.4638
72.7349,19.4638
72.7349,19.4635
72.7346,19.4635
72.7346,19.4626
72.7337,19.4627
72.7337,19.4624
72.7335,19.4624
72.7335,19.4604
72.7337,19.4604
72.7337,19.4601
72.734,19.4601
72.734,19.4596
72.7343,19.4596
72.7343,19.4593
72.7346,19.4593
72.7346,19.459
72.7351,19.459
72.7351,19.4585
72.7343,19.4585
72.7343,19.4582
72.7337,19.4582
72.7337,19.4579
72.7332,19.4579
72.7332,19.4576
72.7329,19.4576
72.7329,19.4574
72.7318,19.4574
72.7318,19.4579
72.7315,19.4579
72.7315,19.4582
72.7312,19.4582
72.7312,19.4585
72.731,19.4585
72.731,19.4587
72.7307,19.4587
72.7307,19.459
72.7304,19.459
72.7304,19.4593
72.7299,19.4593
72.7299,19.4596
72.7296,19.4596
72.7296,19.4601
72.7293,19.4601
72.7293,19.4604
72.729,19.4604
72.729,19.4607
72.7288,19.4607
72.7288,19.4613
72.7285,19.4613
72.7285,19.4615
72.7282,19.4615
72.7282,19.4621
72.7279,19.4621
72.7279,19.464
72.7276,19.464
72.7276,19.4643
72.7274,19.4643
72.7274,19.4649
72.7271,19.4649
72.7271,19.4657
72.7265,19.4657
72.7265,19.4671
72.7262,19.4671
72.7262,19.4676
72.7271,19.4676
72.7271,19.4679
72.7274,19.4679
72.7274,19.4682
72.7285,19.4682
72.7285,19.4676
72.7293,19.4676
72.7293,19.4679
72.7296,19.4679
72.7296,19.4682
72.7304,19.4682
72.7304,19.4685
72.7312,19.4685
79.5148,19.5408
79.516,19.5368
79.5158,19.5224
79.5134,19.5181
79.4933,19.5052
79.48,19.5038
79.4704,19.4975
79.4651,19.509
79.4582,19.519
79.4413,19.5335
79.4303,19.5351
79.4232,19.5328
79.4136,19.5335
79.4018,19.5398
79.389,19.5489
79.3807,19.5559
79.3712,19.5615
79.369,19.5712
79.3409,19.5738
79.3297,19.5737
79.3215,19.5718
79.3143,19.5655
79.3096,19.582
79.3048,19.5902
79.2932,19.5967
79.2679,19.6067
79.2552,19.6112
79.2439,19.6126
79.2371,19.6095
79.2377,19.5995
79.2438,19.5933
79.2487,19.5869
79.2501,19.5777
79.2398,19.5595
79.2382,19.5509
79.2393,19.542
79.2384,19.5328
79.2366,19.5268
79.232,19.5208
79.2234,19.517
79.2157,19.5106
79.2081,19.4986
79.2068,19.4917
79.2088,19.4848
79.2207,19.4756
79.2229,19.4678
79.2187,19.4645
79.189,19.4587
79.1778,19.4607
79.1691,19.4678
79.157,19.4855
79.1403,19.5011
79.1264,19.5065
79.1128,19.5098
79.1047,19.5127
79.1024,19.5194
79.1029,19.528
79.0966,19.5305
79.0738,19.5286
79.0634,19.5313
79.0601,19.5387
79.0515,19.5453
79.0388,19.545
79.0184,19.54
79.0122,19.5438
79.0001,19.5594
78.9956,19.561
78.9929,19.562
78.9864,19.5571
78.9785,19.5509
78.9736,19.5499
78.9649,19.5503
78.9546,19.5518
78.9496,19.5575
78.9545,19.5627
78.9647,19.5703
78.969,19.5735
78.9779,19.5799
78.9805,19.5851
78.9783,19.5904
78.9713,19.5973
78.9656,19.6045
78.9629,19.6173
78.9647,19.6296
78.968,19.6394
78.969,19.6492
78.9617,19.6588
78.9542,19.6634
78.9436,19.6651
78.935,19.6622
78.9159,19.6677
78.9038,19.6646
78.891,19.6553
78.8779,19.6568
78.8588,19.6563
78.8591,19.6689
78.8632,19.6795
78.864,19.6867
78.8635,19.6968
78.8617,19.7059
78.8574,19.7197
78.8569,19.7313
78.8536,19.738
78.8456,19.7584
78.8443,19.759
78.8383,19.7621
78.8253,19.7604
78.8171,19.7604
78.8076,19.758
78.8032,19.7601
78.797,19.7686
78.7849,19.7787
78.7732,19.7794
78.7632,19.7756
78.7522,19.7773
78.7431,19.7797
78.7383,19.7794
78.7318,19.7729
78.7247,19.769
78.7164,19.7668
78.7092,19.7727
78.7018,19.7856
78.6959,19.7897
78.6864,19.7899
78.6483,19.8015
78.6352,19.8038
78.6193,19.8087
78.6143,19.8133
78.6037,19.8175
78.5953,19.8174
78.5918,19.8154
78.585,19.8117
78.5737,19.8138
78.5579,19.8156
78.5263,19.8217
78.5192,19.8199
78.5124,19.8143
78.5096,19.8012
78.5037,19.7924
78.4939,19.7931
78.4895,19.7985
78.4843,19.8072
78.4762,19.8164
78.4647,19.8162
78.4446,19.8192
78.4287,19.8231
78.409,19.8299
78.3977,19.8364
78.3892,19.8462
78.3859,19.8527
78.386,19.8557
78.3842,19.8636
78.385,19.8739
78.3841,19.8792
78.3745,19.8793
78.3658,19.8829
78.3467,19.8814
78.3363,19.8832
78.3252,19.8905
78.323,19.895
78.3266,19.8994
78.3346,19.9043
78.3351,19.9101
78.3284,19.9161
78.3195,19.9155
78.3102,19.9127
78.3076,19.9085
78.2977,19.8733
78.2942,19.8556
78.2941,19.8496
78.3032,19.8458
78.339,19.8392
78.3414,19.8329
78.336,19.8187
78.3392,19.8135
78.3516,19.8104
78.3605,19.8057
78.367,19.7945
78.3677,19.7811
78.3648,19.7673
78.3608,19.754
78.3532,19.7378
78.3454,19.7344
78.3443,19.7243
78.3453,19.7136
78.3325,19.7085
78.3227,19.7036
78.3201,19.6967
78.3161,19.6906
78.3049,19.6884
78.2858,19.6897
78.2734,19.6702
78.2697,19.6631
78.2727,19.6602
78.2876,19.6545
78.2924,19.6442
78.2955,19.6318
78.299,19.6234
78.3089,19.6114
78.311,19.6042
78.31,19.5867
78.312,19.5786
78.3111,19.5718
78.3061,19.5674
78.2999,19.5668
78.2993,19.5613
78.2965,19.5584
78.2853,19.5603
78.2791,19.5582
78.2846,19.5504
78.2915,19.5431
78.295,19.5373
78.2955,19.5308
78.2987,19.5136
78.2994,19.5041
78.3036,19.4938
78.31,19.4864
78.312,19.4793
78.312,19.4659
78.3089,19.4564
78.2973,19.4488
78.2912,19.4488
78.282,19.453
78.2732,19.4538
78.2669,19.4479
78.2618,19.4401
78.252,19.43
78.2458,19.429
78.2336,19.4329
78.2243,19.434
78.2151,19.4271
78.2055,19.4144
78.1981,19.4074
78.1822,19.4118
78.1876,19.3956
78.187,19.3845
78.1848,19.3763
78.1845,19.3682
78.1814,19.3608
78.1796,19.353
78.1823,19.3454
78.1871,19.3386
78.1972,19.3317
78.1951,19.325
78.1955,19.3144
78.1932,19.3029
78.1832,19.279
78.1833,19.2612
78.1864,19.2493
78.1833,19.2415
78.1701,19.2363
78.1497,19.2301
78.1393,19.2394
78.1267,19.2464
78.0994,19.2455
78.0951,19.2499
78.0823,19.2548
78.0751,19.2465
78.0576,19.2397
78.0511,19.2418
78.048,19.2475
78.0476,19.2556
78.0494,19.2627
78.0457,19.2709
78.0329,19.2741
78.0273,19.2787
78.0182,19.2963
78.0116,19.3011
77.9959,19.3057
77.9855,19.309
77.9769,19.3211
77.9667,19.3273
77.9627,19.3318
77.9489,19.3413
77.9406,19.3425
77.9372,19.3358
77.9263,19.3319
77.922,19.3259
77.9123,19.318
77.9058,19.3158
77.8995,19.3178
77.8933,19.3212
77.888,19.3124
77.8752,19.3089
77.8711,19.3057
77.8609,19.3021
77.8626,19.2954
77.8608,19.2876
77.8619,19.2841
77.8754,19.2798
77.8931,19.2784
77.9007,19.2771
77.9057,19.2672
77.9004,19.2561
77.8919,19.2571
77.8846,19.2602
77.8674,19.2553
77.8681,19.2461
77.8654,19.2379
77.8623,19.234
77.8615,19.2263
77.8585,19.2185
77.8523,19.2097
77.8527,19.2046
77.8465,19.197
77.8445,19.1882
77.8584,19.1808
77.853,19.1768
77.8542,19.1723
77.8539,19.1694
77.8504,19.1677
77.8502,19.1623
77.8487,19.1594
77.8492,19.1553
77.8377,19.1383
77.8311,19.1357
77.8339,19.1327
77.8386,19.1189
77.8452,19.1142
77.8441,19.0961
77.8482,19.0926
77.8481,19.0901
77.8466,19.0885
77.8422,19.0868
77.8338,19.0865
77.8286,19.0849
77.8255,19.0917
77.8224,19.0964
77.8152,19.1037
77.8058,19.1033
77.8027,19.102
77.8002,19.0989
77.7998,19.0946
77.8013,19.0844
77.7973,19.0746
77.7945,19.0734
77.7935,19.0712
77.7972,19.0649
77.7957,19.061
77.7972,19.0513
77.7945,19.0502
77.7911,19.0507
77.7831,19.0548
77.7779,19.0544
77.771,19.0562
77.7617,19.062
77.7596,19.0593
77.7609,19.0512
77.7574,19.0286
77.7602,19.0226
77.7622,19.0205
77.7643,19.0196
77.7653,19.0154
77.7657,19.0074
77.7684,18.9994
77.7674,18.9814
77.7815,18.9763
77.7871,18.9843
77.8171,18.9824
77.8129,18.9601
77.8152,18.9592
77.8127,18.9495
77.8274,18.9457
77.8305,18.9502
77.8537,18.9523
77.8487,18.9314
77.8443,18.9303
77.8411,18.9215
77.8405,18.9113
77.8566,18.9061
77.8693,18.9103
77.8816,18.9085
77.8826,18.8964
77.8877,18.8851
77.8987,18.8837
77.8992,18.8679
77.9061,18.8673
77.9253,18.8592
77.9246,18.8541
77.9324,18.8509
77.9296,18.8465
77.9441,18.8423
77.9452,18.8321
77.9426,18.8223
77.9287,18.8217
77.9076,18.8295
77.8592,18.8141
77.8375,18.8075
77.8276,18.786
77.8232,18.7685
77.8104,18.7402
77.8027,18.7292
77.8022,18.7161
77.7865,18.6943
77.7864,18.6841
77.7694,18.6906
77.7688,18.7016
77.7644,18.7079
77.7576,18.7071
77.7499,18.6978
77.7495,18.6898
77.7447,18.6839
77.7329,18.676
77.7281,18.6642
77.7332,18.6621
77.7332,18.6557
77.7309,18.6553
77.7301,18.6481
77.7298,18.6456
77.7297,18.6427
77.736,18.6309
77.743,18.6214
77.7481,18.6053
77.7472,18.5891
77.7354,18.5632
77.7365,18.5548
77.7279,18.5515
77.7124,18.5544
77.6827,18.5408
77.6759,18.5413
77.6621,18.5333
77.6576,18.5272
77.6453,18.5363
77.6495,18.5413
77.6522,18.5496
77.6496,18.5497
77.6488,18.5526
77.6405,18.5539
77.6344,18.5452
77.6291,18.5506
77.6163,18.5487
77.6158,18.5429
77.6133,18.5424
77.6109,18.5478
77.5973,18.5475
77.5982,18.535
77.5933,18.528
77.5933,18.5231
77.6004,18.525
77.6014,18.5219
77.5965,18.515
77.5871,18.5098
77.5863,18.5029
77.5939,18.4939
77.6028,18.4914
77.6038,18.4853
77.6011,18.4742
77.5931,18.4735
77.5908,18.4811
77.5765,18.4838
77.5706,18.4669
77.5604,18.4675
77.5581,18.4653
77.5465,18.4657
77.5462,18.4634
77.5489,18.4608
77.5498,18.458
77.5591,18.458
77.5836,18.4536
77.5833,18.4472
77.5852,18.4454
77.5826,18.4431
77.5741,18.4393
77.5669,18.4386
77.5602,18.435
77.5464,18.4406
77.5345,18.4424
77.5285,18.4405
77.5259,18.4274
77.536,18.4235
77.5352,18.4212
77.5441,18.4204
77.5552,18.4179
77.5493,18.3877
77.5416,18.3852
77.5305,18.3758
77.5214,18.3647
77.5195,18.3493
77.5273,18.3394
77.5422,18.3339
77.5534,18.3312
77.5669,18.3179
77.5702,18.3082
77.555,18.2983
77.55,18.2913
77.5396,18.2938
77.5239,18.303
77.5198,18.3074
77.5095,18.3067
77.5084,18.3022
77.5126,18.282
77.5102,18.2784
77.4977,18.2733
77.4922,18.2659
77.4803,18.2687
77.4748,18.2623
77.4692,18.2632
77.4654,18.26
77.4508,18.266
77.4452,18.2701
77.4449,18.2772
77.4369,18.282
77.4346,18.293
77.4364,18.3065
77.4278,18.3092
77.425,18.3047
77.4078,18.2996
77.3963,18.303
77.3926,18.3009
77.3813,18.306
77.3625,18.3083
77.3588,18.3106
77.3554,18.3185
77.367,18.3223
77.3739,18.3295
77.378,18.3287
77.3809,18.3319
77.3793,18.3391
77.3862,18.3382
77.3892,18.3408
77.3928,18.3405
77.3928,18.3457
77.3959,18.3446
77.3983,18.3475
77.3982,18.3535
77.3918,18.3659
77.4007,18.3702
77.4079,18.3785
77.4101,18.3885
77.4005,18.3978
77.3926,18.397
77.3698,18.4007
77.3644,18.4298
77.3654,18.4381
77.3696,18.4477
77.3541,18.4487
77.3453,18.4344
77.3421,18.4303
77.3373,18.4354
77.3334,18.4419
77.3327,18.4485
77.326,18.4489
77.3256,18.4551
77.3174,18.4538
77.3133,18.4394
77.3023,18.4385
77.2948,18.4327
77.2646,18.4184
77.2584,18.4104
77.2491,18.4083
77.2402,18.4086
77.2364,18.3998
77.2329,18.3861
77.245,18.3706
77.2416,18.3664
77.2308,18.3656
