lng,lat
122.2297,40.6653
35.325,37
98.6667,3.6667
111.195,34.7736
75.8472,22.7206
118.3605,31.7135
106.6819,35.5412
118.8763,28.9545
49.8352,40.3667
106.13,30.7804
116.789,33.9562
101.7787,36.6239
109.4863,36.5952
-82.3589,23.1367
104.921,11.5696
130.4019,33.5903
45.3425,2.0408
112.8483,35.4906
119.9167,28.45
118.5792,24.8141
-117.3948,33.9381
-76.6144,39.3051
106.6667,20.8
-115.2654,36.2333
109.2333,23.7333
73.0679,33.6007
-1.6167,6.6833
-122.65,45.5372
73.2,22.3
115.8589,-31.9522
116.1586,23.2993
-98.5253,29.4658
110.32,20.02
83.3167,17.7333
37.3833,37.0667
27.5618,53.9022
-90.2451,38.6358
-7.9922,12.6458
-78.5097,-0.2186
113.85,27.6333
107.3667,22.4167
38.7917,37.1583
22.4488,-5.897
71.5,34
141.3544,43.0621
130.965,45.2937
-66.9333,10.5
121.6486,42.0127
-1.5492,53.7997
-121.4683,38.5667
35.0058,-15.7861
120.1833,22.9833
26.0833,44.4
102.6329,37.9278
77.4167,23.25
-49.2719,-25.4297
113.3,40.08
-57.6333,-25.3
72.3572,34.75
16.3731,48.2083
37.15,36.2
10,53.55
37.65,0.05
15.2833,-4.2667
-81.3369,28.4772
34.6167,36.8
76.9,43.25
-74.8,10.96
135.7669,35.0111
-60.0167,-3.1
123.1772,41.2643
104.1766,36.5448
-121.8486,37.3019
21.0333,52.2167
118.4667,37.45
27.4581,-11.6697
36.2919,33.5131
118.7734,34.1299
115.65,34.4504
51.6675,32.6447
19.0408,47.4983
127.4886,50.2458
28.2833,-15.4167
40.2367,37.9108
73.8131,18.6278
112.4292,39.3408
-40.366,-20.324
-81.6804,41.4767
-79.9762,40.4396
39.8261,21.4225
85.1414,25.61
43.1167,36.3667
-97.7522,30.3004
108.4,30.82
-13.7122,9.5092
32.5811,0.3136
-99.06,19.6097
-84.5061,39.1413
119.4136,-5.1331
120.9766,31.3867
75.8486,30.9083
-1.6578,55.0077
106.8225,-6.394
121.2168,24.965
-94.5541,39.1239
-6.8361,34.0253
-1.5353,12.3572
125.6,7.0667
-73.9662,40.7834
110.4167,-6.9667
106.2254,38.4795
71.4711,30.1978
120.9667,14.65
31.0522,-17.8292
82.9167,55.0333
117.15,35.0833
78.02,27.18
50.9915,35.8327
-86.1458,39.7771
117.2036,29.2942
-98.1833,19.0333
73.1602,19.2502
78.1194,9.9197
74.1833,32.15
123.761,41.292
86.1833,22.8
113.5678,22.2769
-34.8808,-8.0539
-82.985,39.9862
46.2833,38.0833
-70.67,19.5
-71.6333,10.6333
109.1,21.4667
131.1545,46.6388
135.183,34.6913
-80.8304,35.208
103.0007,29.9888
120.7333,31.65
118.3811,24.9633
115.7833,28.1958
126.9167,35.1667
121.2665,30.1697
110.0833,23.4
73.7833,20
-51.23,-30.0328
110.4844,29.1255
-68,10.1667
-76.0435,36.7335
127.385,36.351
11.5755,48.1372
60.6128,56.8356
174.7833,-36.85
112.0353,22.9242
118.3151,29.7132
112.079,32.6832
52.5425,29.61
-101.6833,21.1167
118.0097,34.3422
104.7644,-2.9833
36.2292,50
139.705,35.53
110.2794,21.6146
117.4849,30.6583
110.0806,20.9147
106.2782,36.008
120.6526,27.778
-1.12,52.6736
58.5922,23.6139
114.2887,35.7497
113.1667,30.6667
-73.8662,40.8501
4.27,52.08
7.0333,5.4833
55.3919,25.3575
77.3167,28.4333
106.9172,47.9203
-49.2539,-16.6789
-48.5039,-1.4558
35.4833,38.7333
120.9621,28.1188
20.4667,44.8167
119.9556,36.7833
75.32,19.88
112.554,28.3147
121.3718,28.3797
73.0369,33.6989
-87.9673,43.0642
9.19,45.4669
23.3241,42.6975
138.6011,-34.9289
36.33,41.2867
70.7984,22.2969
89.55,22.8167
-64.1833,-31.4167
-46.5333,-23.4667
-106.487,31.7386
14.4167,50.0833
-56.1667,-34.8667
23.5967,-6.1209
119.3735,25.7232
117.78,35.91
51.5333,25.3
139.6453,35.8617
132.4553,34.3853
77.7,28.99
126.5451,44.8249
104.0966,26.2312
113.5762,37.8576
122.7474,40.8523
110.8461,21.9392
117,28.2333
119.03,33.58
106.1919,37.9874
79.9333,23.1667
72.9633,19.18
100.4553,38.9355
120.5634,32.3852
44.0075,56.3269
-87.2167,14.0833
120.5512,31.8775
119.8404,32.9387
86.435,23.7928
128.8893,47.7235
117.6667,36.1833
49.1144,55.7908
100.2208,26.8808
127.01,37.2858
120.2653,31.9087
116.4459,33.9317
-114.0667,51.05
105.7833,10.0333
7.4914,9.0556
120.0698,29.3081
96.0869,21.9769
105.92,34.6
47.81,30.4889
104.8333,26.5944
-5.9731,37.3828
-51.2167,3.2167
81.84,25.455
83.0128,25.3189
10.18,36.8008
61.4,55.15
39.6667,-4.05
-71.4187,41.823
50.8789,34.6461
13.15,11.8333
32.5764,-25.9153
-60.6394,-32.9575
5.6145,6.3176
114.9242,27.795
48.6692,31.3203
-6.2658,53.3425
-81.6749,30.3322
39.6,24.4667
74.8061,34.0911
73.3833,54.9667
110.6294,21.654
109.017,-7.7167
113.4,30.3833
105.2625,-5.4294
50.1167,53.1833
113.625,28.1417
129.3167,35.55
114.9845,38.5158
-47.0573,-22.9009
111.6659,27.6961
112.9019,29.8239
113.8153,36.0656
96.1583,19.8028
-17.4572,14.7319
120.2314,29.7169
-103.4,20.7167
112.8457,26.4179
101.7149,26.5849
67.007,30.192
74.85,31.6167
-77.1333,-12.0611
78.08,27.88
113.4733,34.1511
-87.2067,14.0942
-99.03,19.41
13.1875,32.8752
39.7167,47.2333
-98.9889,19.4
73.0667,19.3
122.0988,30.0162
44.7925,41.7225
55.9667,54.7333
-5.0033,34.0433
106.8426,10.9575
-115.4678,32.6633
78.1931,26.215
109.0235,32.6877
5.76,7.5304
130.2775,47.3139
-111.9306,40.7777
81.4333,21.2167
121.1546,30.0372
15.05,12.11
113.8274,30.652
124.8088,43.5036
12.5635,55.6786
35.85,32.5556
88.31,22.59
6.9578,50.9422
92.8667,56.0167
119.8239,31.3697
119.4167,36
-86.7843,36.1715
44.5144,40.1814
85.3347,23.3556
71.4333,51.1333
-15.9744,18.0783
27.9319,-26.6736
-77.4756,37.5295
-44.3028,-2.53
-88.0333,15.5
120.0142,32.1724
-89.9773,35.1046
126.835,37.6564
80.6167,16.5167
-113.4903,53.5344
113.4946,27.6609
-69.3467,10.0678
140.8694,38.2683
39.2106,51.6717
56.2489,58.0139
128.6811,35.2281
105.1884,37.5139
118.7333,36.8833
106.8,-6.6
-78.6435,35.8325
-75.5253,10.4236
76.7911,30.7353
74.5667,42.8667
4.9166,52.35
32.4667,-25.9667
4.25,8.1333
58.3833,37.95
114.8842,30.3972
-35.735,-9.6658
2.1111,13.5086
-86.2667,12.15
104.0167,1.0678
27.5167,40.9833
121.1409,28.8523
31.2422,30.1286
-10.8047,6.3106
121.9972,39.6271
112.5853,31.169
69.6,42.3
-89.9288,30.0687
44.4833,48.7
-72.3386,18.5425
76.6531,12.3086
30.7326,46.4775
85.3667,27.7167
81.6337,21.2379
7.2663,43.7034
-71.5369,-16.3988
7,4.75
4.48,51.92
-85.6485,38.1663
112.7581,32.1287
114.8994,33.4433
75.83,25.18
54.3686,24.4781
18.0686,59.3294
-75.695,45.4247
38.9167,15.3333
-13.2331,8.4833
35.2167,31.7833
-79.5,9
1.2228,6.1319
9.4544,0.3901
15.95,45.8
68.7864,38.5731
33.7833,-13.9833
2.52,6.4
102.6,17.9667
79.8333,6.9167
30.0606,-1.9536
28.1881,-25.7464
18.5628,4.3732
-97.1464,49.8844
-71.2081,46.8139
24.1069,56.9475
10.7528,59.9111
28.8575,47.0056
23.7161,37.9794
29.3611,-3.3825
24.9342,60.1756
21.4333,41.9833
47.98,29.375
-76.7931,17.9714
25.2833,54.6833
-89.1914,13.6989
43.1481,11.595
-9.1604,38.7452
-80.4728,43.4186
24.745,59.4372
18.425,-33.925
17.1128,48.1447
19.82,41.33
149.1269,-35.2931
174.7772,-41.2889
35.5131,33.8869
35.75,-6.25
-63.5906,44.6475
-15.5956,11.8592
31.6,4.85
147.1494,-9.4789
-5.2742,6.8161
-123.3647,48.4283
27.48,-29.31
33.365,35.1725
17.0836,-22.57
2.6167,6.4833
-65.2592,-19.0431
-84.0833,9.9333
14.5167,46.05
18.4167,43.8667
-77.3333,25.0667
26.2167,-29.1
25.9086,-24.6569
-55.1667,5.8667
125.5736,-8.5586
21.1667,42.6667
-58.1667,6.7833
8.7737,3.7521
4.3517,50.8467
73.5083,4.175
19.2661,42.4397
50.5831,26.2167
57.5,-20.1667
77.2,28.7
7.4474,46.948
-21.935,64.1475
-23.5092,14.9177
6.1328,49.6106
79.9164,6.9
-59.6167,13.0975
43.2536,-11.7036
89.6333,27.4833
31.1333,-26.3167
159.95,-9.4333
178.4333,-18.1333
-60.9833,14.0167
6.7333,0.3333
168.3,-17.75
114.9167,4.9167
7.4069,43.7396
29.9306,-3.4264
-61.5167,10.6667
-171.8333,-13.8333
9.5215,47.1415
-16.5775,13.4531
173.0176,1.3382
55.4544,-4.6236
171.3667,7.1167
-61.2333,13.1667
-175.2083,-21.1347
-61.8447,17.1211
1.5,42.5
-88.7675,17.25
-61.3833,15.3
-62.7342,17.2983
-170.7046,-14.274
14.5125,35.8978
158.185,6.9178
179.2167,-8.5167
31.1667,-26.4167
-61.7417,12.0444
12.4484,43.932
35.2269,31.7764
145.7546,15.2137
144.7504,13.4745
134.6242,7.5006
79.415,28.364
108.25,16.06
130.82,33.8704
73.0168,26.2918
115.6669,24.1681
120.3037,32.8534
-48.8399,-26.32
113.4042,24.1876
34.9833,48.45
-4.2514,55.8609
140.1,35.6
119.575,31.9948
-60.2699,-6.9838
14.25,40.8333
125.9773,46.0635
98.5049,39.737
44.4,35.4667
121.6574,31.8131
127.2011,37.2361
-97.5136,35.4676
1.444,43.6045
29.0878,37.7731
91.77,26.15
76.9667,11
111.5745,22.7645
91.7667,26.1667
117.8118,24.4475
127.1378,37.4386
75.9167,17.6833
-5.8125,35.7847
119.1072,36.3619
116.772,36.186
112.785,22.2486
112.839,34.1736
25.1911,0.5153
32.6333,15.6333
-102.296,21.876
-7.9811,31.6295
109.5833,19.5
37.8042,48.0089
131.0063,45.768
110.7659,21.4571
-79.0289,-8.1119
123.9,10.3
105.3784,30.8706
-34.85,-8
-73.1953,41.1918
78.6928,10.8269
118.3369,34.3662
100.3606,-0.9556
118.4797,36.6967
-78.8487,42.9016
110.9369,22.3559
108.9378,30.2965
114.9699,30.1003
-97.3473,32.7811
122.9664,39.6896
-72.6834,41.7661
50.1,26.4333
126.7831,37.4989
91.1,29.65
36.7167,34.7333
119.9625,36.2481
-89.62,20.97
114.35,36.08
7.7,11.0667
75.125,15.36
3.35,7.15
-110.8782,32.1545
38.9833,45.0333
-35.2089,-5.795
-51.14,-29.7096
-106.0889,28.6353
101.45,3.0333
7.7,45.0667
8.8833,9.9333
120.7136,36.9758
75.5792,31.3256
-54.6222,-20.4686
-6.8167,34.05
-70.2167,8.6333
5.37,43.2964
114.35,34.85
30.5206,39.7767
119.75,36.3833
101.07,4.6
120.4604,32.532
-2.9833,53.4
122.0833,6.9167
-0.6331,35.6969
-1.4,50.9
119.9333,37.1792
101.45,0.5333
-1.0872,50.8058
117.1203,28.9632
44.0094,36.1911
47.0686,34.3167
126.9632,47.4585
111.7833,22.1667
115.0189,31.1817
4.55,8.5
-42.8042,-5.0949
-96.0522,41.2627
112.73,37.6804
46,51.5333
-43.47,-22.74
-106.4309,31.8479
115.2167,-8.6667
125.6965,44.5323
-99.2378,19.4753
85.8281,20.2644
108.9422,34.9057
127.4897,36.6372
5.75,5.5167
11.8653,-4.7889
113.1,29.3801
-100.9761,22.1511
100.3664,5.3942
72.85,19.3
116.1008,38.7094
-99.6569,19.2925
-157.846,21.3294
-100.3928,20.5875
113.4653,29.8182
114.1847,36.6941
-46.565,-23.6939
-110.9542,29.0989
120.5474,30.6326
121.05,14.5167
-101,25.4333
119.4432,32.7847
116.0897,38.4451
112.3913,26.4103
114.735,35.2125
112.9854,34.7513
120.6833,30.5333
39.7225,41.005
-34.8333,-7.0833
120.2282,29.2785
-98.2471,26.2273
-0.375,39.4667
113.3796,34.538
139.0364,37.9161
137.7333,34.7167
-101.1894,19.7683
121.0833,14.575
78.7568,28.8418
-107.3939,24.8069
112.5223,27.7389
112.62,-7.98
104.9011,25.091
117.7353,31.6783
119.9519,30.0533
121.1763,14.5842
-1.15,52.95
111.0186,22.9297
19.9372,50.0614
-73.6089,40.6629
41.2756,39.9097
55.7447,24.2075
111.7732,30.1772
120.5333,36.8667
104.7406,31.7761
115.7061,36.8494
-106.6464,35.1053
7.4403,10.5231
-99.1947,19.5367
113.7249,34.3962
113.8229,31.6189
8.6797,50.1136
117.1536,-0.5022
120.5333,24.0667
30.4167,-29.5833
127.6232,39.8231
74.2333,16.7
-62.6517,8.3596
-72.5047,7.9075
119.4786,31.4174
76.8997,8.5
65.5333,57.15
-72.2322,7.7682
35.1383,47.8378
-86.8475,21.1606
130.7078,32.8031
113.7975,35.4599
124.8738,48.48
5.2339,13.0622
-86.7987,33.5277
117.9593,40.1881
45.1,37.55
3.9333,7.8333
110.6293,26.7345
112.5833,35.0833
-1.6794,48.1147
106.3694,39.0099
105.972,31.5833
-2.5833,51.45
118.6973,40.0059
24.0315,49.8419
117.7424,36.8625
8.7975,53.1153
-98.2778,26.0922
44.3396,32.029
139.3667,35.5667
120.0284,28.9008
-82.5431,27.3386
133.9167,34.65
-79.65,43.6
110.8786,34.5221
113.6783,31.2575
117.7667,30.9333
-84.1998,39.7797
7.4942,6.4403
100.3292,5.4145
-35.0014,-8.1803
-46.5333,-23.6572
102.2706,27.8983
-74.77,10.92
121.1043,31.4515
49.4167,53.5167
77.546,29.964
79.6011,17.9756
-46.7919,-23.5328
122.5021,40.6328
35.7917,35.5236
-77.6162,43.168
-119.7941,36.7831
114.5833,-3.3333
78.1667,11.65
112.6877,22.3762
5.7224,45.1715
118.6434,24.7355
-100.2597,25.6775
-37.0717,-10.9111
9.8442,10.3158
-79.8692,43.2567
19.4547,51.7769
113.0745,28.8049
122.3499,40.4019
138.3825,34.9756
74.55,20.55
44.0333,32.6167
117.2167,37.7333
-45.8869,-23.1789
113.7693,34.2189
-99.8825,16.8636
-1.4667,53.3833
120.2547,32.0058
121.0167,14.4667
76.2833,9.9667
-75.4756,40.5961
71.6722,29.3956
108.2,-7.3333
113.545,22.203
-103.4486,25.5394
122.8224,41.9952
120.8176,29.5908
106.4133,27.8116
88.8799,29.2649
153.4,-28.0167
13.3613,38.1157
124.65,8.4833
83.3667,26.7611
121.0104,30.7005
103.624,30.9933
-95.9042,36.1284
122.4867,37.1653
113.0424,34.4161
-81.9956,26.6446
129.7831,41.8
-49.18,-25.57
114.98,35.7004
112.3595,28.8417
112.7796,34.723
-47.8067,-21.1783
120.9367,14.3294
15.7333,-12.7667
116.9507,31.054
126.95,44.4167
-67.0333,10.6
-5.0331,7.6833
45.4333,35.55
126.7667,37.2
127.1489,35.8219
-104.6667,24.0167
75.56,13.9304
126.8219,37.3236
28.5667,-20.1667
103.8166,25.6005
117.0701,39.9808
80.45,16.3
100.1564,25.7003
-122.0016,37.9722
77.3398,11.1075
127.1522,36.8064
-0.883,41.6483
53.2167,56.85
117.2083,28.2861
139.9825,35.6947
-47.4578,-23.5019
-92.9281,17.9892
101.6067,3.1073
115.5539,29.8518
5.12,52.1003
18.8167,-5.0333
-104.7606,38.8674
120.9833,14.7
115.8678,39.3257
116.9833,35.6
116.0333,25.8833
17.0353,51.1077
49.6,37.2833
-1.5528,47.2181
9.1775,48.7761
49.5997,25.3608
113.1079,31.0236
-66.157,-17.3935
83.7872,53.3567
35.8333,34.4333
105.2868,29.3395
20.0667,32.1167
33.3433,47.9086
127.2142,37.6367
116.1944,40.2248
84.8828,22.2492
31.3342,29.8419
-79.9628,32.8153
-98.9,19.4167
124.1453,39.8734
113.392,34.7879
74.8806,12.8703
120.8333,37.3
48.3667,54.3167
104.3,52.2833
77.3333,19.15
120.9645,14.4624
109.3414,-0.0206
116.386,39.1235
-72.5395,42.1155
89.1822,42.95
6.7724,51.2311
114.4753,37.0659
125.678,42.5279
119.1595,31.9579
121.2288,28.1277
135.0667,48.4833
115.2118,37.9423
127.5333,39.9167
106.1503,-6.12
43.9667,26.3333
44.0219,13.5789
3.8772,43.6119
-65.2167,-26.8167
39.85,57.6167
115.5375,28.0667
-85.6562,42.962
131.9,43.1167
103.3333,3.8167
85.8667,20.45
103.61,-1.59
115.9918,39.4887
-48.2769,-18.9189
11.981,57.6717
119.0041,32.6853
-51.18,-29.92
72.6711,32.0836
120.9833,14.45
107.5333,-6.8833
139.7242,35.8078
-93.1167,16.7528
116.9031,-1.1489
97.1777,31.1375
31.025,-29.8583
130.5281,31.58
125.1667,6.1167
79.3,19.95
46.7564,23.4895
47.4833,42.9833
-57.55,-38
-79.7667,43.6833
104.28,30.9793
-117.655,33.6095
7.4653,51.5139
101.5436,25.0461
121.0333,14.55
-73.7987,42.6664
101.5333,3.0833
-83.9496,35.9692
7.0131,51.4508
-56.0969,-15.5958
127.962,45.2116
116.56,38.06
-73.1161,7.1186
126.9269,37.3925
8.934,44.4072
119.3904,36.8528
-103.3167,20.6167
139.3167,35.6667
78.029,30.318
40.4167,21.2667
121.0453,14.8139
-119.0359,35.3529
-111.9682,41.2278
112.4037,29.7211
119.6333,27.1
-4.4167,36.7167
84.9522,56.4886
57.0667,30.2833
-0.3325,53.7444
31.1667,30.9667
120.396,37.359
119.3957,41.2407
-91.131,30.4418
-75.68,4.8104
-63.55,8.1167
87.32,23.55
55.1,51.7667
115.5541,38.0005
86.9667,23.6833
122.9509,10.6765
-81.5219,41.0798
-72.9246,41.3112
119.1619,32.2739
110.8167,-7.5667
-103.4431,20.4736
115.3618,33.2605
119.4722,29.2167
60.8667,29.4833
111.791,30.8258
-80.9037,34.0376
86.0667,55.3333
13.7384,51.0493
7.85,5.008
72.1369,21.765
118.6978,39.7396
-96.1533,19.1903
87.1167,53.75
79.9667,14.4333
-79.8366,-6.763
42.9511,14.8022
51.2,35.5333
12.2,-5.55
77.75,20.9333
86.1527,41.7646
117.3329,38.371
120.7205,40.6189
110.4,18.8
124.0371,42.538
12.3833,51.35
124.0646,40.4543
74.639,26.468
112.6956,23.3448
77.7081,8.7289
120.2,27.2
-63.1832,9.7457
46.2503,31.0539
44.4333,32.4833
-75.2006,4.4378
9.7386,52.3744
16.9167,52.4
39.7167,54.6167
126.0561,42.9392
36.4,15.45
113.448,29.4761
110.75,19.6167
112.23,30.32
80.25,41.1664
-65.4106,-24.7883
128.8811,35.2342
48.0167,46.3333
117.9899,32.7816
52.3333,55.7
4.3997,51.2211
73.3169,28.0181
91.2667,23.8333
-96.9275,19.54
28.6337,-12.9683
48.5162,34.8065
-73.6294,4.1425
81.3167,43.9167
-116.6058,31.8578
4.84,45.76
106.0763,21.1861
-100.1833,25.7833
-66.65,10.2333
-51.18,-23.3
45,53.2
-97.5042,25.8797
32.2833,31.25
73.75,33.1333
116.6403,36.9329
-75.57,6.33
-5.55,33.8833
11.0778,49.4528
129.365,36.0322
139.8833,36.55
125.3252,46.4078
100.7948,22.0057
125.1381,42.8976
-111.718,33.4017
-122.8489,49.19
-99.25,19.65
75.7772,23.1828
-74.2017,11.2361
121.7932,41.5933
106.3331,20.9411
-72.4,18.5333
30.9833,52.4417
-1.1333,52.6333
129.5067,42.9044
13.4167,-12.55
112.2551,31.7117
36.5789,28.3972
39.6,52.6167
73.15,19.2167
132.7667,33.8333
121.05,14.3833
75.9833,39.45
121.3558,41.1676
45.0333,12.8
78.5696,25.4486
28.2119,-12.8208
7.3667,5.1167
-80.6627,27.955
120.4942,22.6761
66.9597,39.6542
75.9167,14.4667
139.9311,35.7219
74.85,32.7333
-106.42,23.22
135.6008,34.6794
4.5667,7.4667
49.65,58.6
30.9269,29.9361
73.1167,49.8
-110.1333,29.0167
6.7611,51.4322
32,46.9667
139.9031,35.7878
-111.6457,40.2457
116.5689,30.6412
-43.1036,-22.8833
1.0886,49.4428
-1.9114,34.6867
103.7611,1.4556
-71.8079,42.2705
109.95,27.1167
-78.5936,-9.0745
123.3203,41.4237
-98.8822,19.3186
111.7506,30.4271
114.0593,35.4043
120.7621,41.802
-117.1909,33.572
102.25,6.1333
112.9578,22.7697
-99.2833,19.55
105.6922,18.6733
-99.1694,19.645
107.5143,26.2672
112.3131,22.1879
135.3333,34.7333
65.7053,31.6078
47.25,56.1333
112.7134,38.7299
37.2164,19.6158
-73.2597,10.4603
-3.189,55.953
74.5,15.8667
37.6167,54.2
119.411,30.8956
32.5333,29.9667
114.502,36.8622
54.3678,31.8972
39.27,8.55
112.9259,35.7911
-72.9518,40.8321
-82.3647,34.8353
49.7,34.08
-100.2833,25.75
76.8333,17.3333
-43.3503,-21.7642
128.2333,43.3667
-38.97,-12.25
110.4642,19.2431
